wave,flux,err
14526.09896659851,1.1555587396162017e-20,2.0100212252657374e-21
14532.480239868164,1.3657193046624027e-20,1.972921988784124e-21
14538.861513137816,6.561093144628665e-21,2.0113416638142e-21
14545.24278640747,1.0550171564992671e-20,1.921015532915712e-21
14551.624059677122,1.1026815674405518e-20,1.924234736184981e-21
14558.005332946776,7.95628649151293e-21,1.9610336459740047e-21
14564.38660621643,9.222163986223392e-21,2.0098909072730508e-21
14570.767879486084,9.192859454810877e-21,2.0801146931709898e-21
14577.14915275574,1.3237264373257853e-20,2.0323476183537717e-21
14583.53042602539,1.552915027097597e-20,2.1235471806409307e-21
14589.911699295044,1.0679278459778436e-20,2.03675146347302e-21
14596.292972564695,9.311761787861164e-21,2.0544177715389156e-21
14602.67424583435,1.514275718308583e-20,2.0657619369024436e-21
14609.055519104004,1.317322882491052e-20,2.0066221664237875e-21
14615.436792373655,1.0325130756507984e-20,2.0180869883294446e-21
14621.81806564331,1.1526730945698207e-20,1.9649298073273023e-21
14628.199338912964,1.3081838608279736e-20,2.019064583939873e-21
14634.579420089722,1.241959349247289e-20,1.9860012385543077e-21
14640.960693359377,7.702414041606452e-21,2.0406122955332765e-21
14647.341966629028,8.750236258337688e-21,1.9969150414939863e-21
14653.723239898683,7.47885427086054e-21,2.0153937812992273e-21
14660.104513168337,1.2172664097027819e-20,2.0179436378805086e-21
14666.484594345093,1.0132159714589865e-20,1.9977558073131056e-21
14672.865867614746,1.244977075644218e-20,2.041747328847928e-21
14679.2471408844,1.2424331630954305e-20,2.0375377694407706e-21
14685.627222061155,7.552159824882047e-21,2.1152895758835264e-21
14692.00849533081,1.21634879860222e-20,2.1505647221075645e-21
14698.389768600464,1.2690420548332176e-20,2.170055676872525e-21
14704.769849777222,8.014799928710098e-21,2.1552853918480477e-21
14711.151123046877,1.3740227644896932e-20,2.0222198037411438e-21
14717.532396316528,1.0209517472269229e-20,2.0298477293514005e-21
14723.912477493284,1.3758952039689802e-20,2.0292415376762634e-21
14730.29375076294,9.065417969163607e-21,2.0252793539459125e-21
14736.6738319397,9.500194975846063e-21,2.02658901403731e-21
14743.05510520935,6.896702996802673e-21,1.9858250509814006e-21
14749.435186386108,1.100338009045855e-20,2.042974362580779e-21
14755.816459655762,1.0784272267479802e-20,2.0125185928743415e-21
14762.19654083252,1.325465089907979e-20,2.017046563517234e-21
14768.577814102173,1.0828334803900356e-20,2.0396732425623876e-21
14774.95789527893,9.907821568361752e-21,1.9842093559302564e-21
14781.339168548584,1.3910541049322206e-20,1.975893572705902e-21
14787.71924972534,1.2200935645972784e-20,1.934553577977889e-21
14794.099330902098,7.513897652417404e-21,1.9822840615670296e-21
14800.480604171751,1.2183164859732313e-20,1.9498728472586953e-21
14806.860685348513,9.167843970067267e-21,1.948374056343077e-21
14813.240766525269,1.133852619151617e-20,2.087515041884994e-21
14819.622039794922,1.3273480196028601e-20,2.0038611533139866e-21
14826.00212097168,1.2992731877576688e-20,2.003907270780481e-21
14832.382202148438,6.50829807967664e-21,1.9972682564863757e-21
14838.762283325195,8.751222607085947e-21,1.993817346531648e-21
14845.143556594849,5.7356333991703194e-21,1.9749478969249583e-21
14851.523637771606,5.489898883815367e-21,2.0217780808988452e-21
14857.903718948364,1.285014803797298e-20,2.02798827763723e-21
14864.283800125122,1.0895366285413038e-20,1.9855151082800466e-21
14870.663881301882,5.446283575931739e-21,1.9903081569994398e-21
14877.04396247864,8.949193493169375e-21,1.9149931806860496e-21
14883.425235748293,8.048864717688105e-21,1.920835996136979e-21
14889.805316925049,1.3255577040976399e-20,1.9735374256026083e-21
14896.185398101808,1.581218373014763e-20,2.0084110169021032e-21
14902.565479278564,1.6393812105752555e-20,1.9940566713238347e-21
14908.945560455322,1.2361054204999926e-20,2.00324926965378e-21
14915.32564163208,9.260071315338297e-21,2.027903223079949e-21
14921.705722808836,4.950001174637908e-21,1.92898119793961e-21
14928.085803985594,1.514136649688152e-20,1.981009539463154e-21
14934.465885162354,1.1633740588747319e-20,1.9110332854340215e-21
14940.845966339111,7.599740665591801e-21,1.9563733800808747e-21
14947.22604751587,1.0246157876347165e-20,1.9675704936669083e-21
14953.606128692629,1.2564741561952168e-20,2.2768107435175446e-21
14959.98501777649,1.1741457037132795e-20,1.9262141258659335e-21
14966.365098953249,1.2953201824207386e-20,1.918211058437056e-21
14972.745180130005,1.3649106076571913e-20,1.9522157424244273e-21
14979.125261306765,1.0988369847332538e-20,1.9774268886703983e-21
14985.50534248352,9.133127042480252e-21,1.912396676487025e-21
14991.885423660277,8.565535809531797e-21,1.8892163585616925e-21
14998.26431274414,1.12513087405063e-20,1.8847065131131762e-21
15004.644393920898,6.739306166733136e-21,2.0331964146680923e-21
15011.024475097656,1.1705049396595373e-20,1.9024148201320274e-21
15017.404556274414,1.2952646483398951e-20,1.8866383087049804e-21
15023.783445358276,7.886952287314257e-21,1.909239964651471e-21
15030.163526535034,1.370580346774793e-20,1.9233349363569253e-21
15036.543607711792,1.1987244350113438e-20,1.9368828380618518e-21
15042.922496795654,1.3566925742259938e-20,2.0160756339784927e-21
15049.302577972412,1.4019274221520958e-20,1.919748874490062e-21
15055.681467056274,1.3690470871834793e-20,1.8845163361877115e-21
15062.061548233032,1.2289206114214885e-20,1.8680904070912467e-21
15068.44162940979,1.7568197046727728e-20,1.9573995878731797e-21
15074.820518493652,1.2745190738251052e-20,1.990222512832852e-21
15081.20059967041,8.274084040669446e-21,1.9155073473104386e-21
15087.579488754272,1.1539594170052518e-20,1.9761372015775195e-21
15093.95956993103,1.2290575210298232e-20,1.8770961326435793e-21
15100.338459014893,1.048561348503212e-20,2.0400063110956267e-21
15106.71854019165,1.131732542992872e-20,1.8955859082279775e-21
15113.097429275513,1.2647429034869713e-20,1.9013531244851074e-21
15119.476318359377,1.3167444819790931e-20,1.8770587995407577e-21
15125.856399536133,1.1362323197262307e-20,1.929793843095259e-21
15132.235288619995,1.2688176453422932e-20,1.9406667255491545e-21
15138.615369796751,9.687855976964664e-21,1.936002616626309e-21
15144.994258880615,1.0958687773368189e-20,1.964792298682469e-21
15151.373147964476,1.6036422378651023e-20,1.94133969566489e-21
15157.75203704834,1.2204445351809565e-20,1.927054656533542e-21
15164.132118225098,8.562003819842954e-21,1.914564137774255e-21
15170.511007308962,8.317416138369376e-21,1.8626068930255857e-21
15176.889896392822,9.252760362698786e-21,1.9305747937171265e-21
15183.268785476685,1.6358836547043006e-20,1.9259140190894746e-21
15189.648866653442,1.135007866058344e-20,1.8616517405165233e-21
15196.027755737305,1.6505073506998204e-20,1.926180253445722e-21
15202.406644821169,1.1210813870550229e-20,1.9542163022313626e-21
15208.785533905027,1.0125533665322634e-20,1.9436041859756375e-21
15215.164422988892,1.2212137842052113e-20,1.978472692327849e-21
15221.543312072756,1.3204048015997583e-20,1.9306879363613816e-21
15227.922201156616,1.0299581247384821e-20,1.8701197927438568e-21
15234.30109024048,9.518143850216745e-21,1.857667708440245e-21
15240.681171417236,1.3250916306430408e-20,1.9148797679388132e-21
15247.0600605011,1.1048682308937642e-20,1.880038896906218e-21
15253.43894958496,6.4106100070631784e-21,1.9100349370221508e-21
15259.81783866882,1.0640050920191345e-20,1.9096346823004754e-21
15266.195535659792,1.0835554607657808e-20,1.9095620652775203e-21
15272.574424743652,1.5660799194248982e-20,1.917713462092799e-21
15278.953313827516,9.839626424902508e-21,2.114635304787917e-21
15285.332202911375,1.2189307958603975e-20,1.938531344653041e-21
15291.71109199524,1.2387042729778384e-20,1.963115001986497e-21
15298.089981079102,1.130482280222881e-20,1.9171828963031205e-21
15304.468870162964,1.5077608869354357e-20,1.9204540864288704e-21
15310.847759246826,1.0391630393631362e-20,1.925859770226283e-21
15317.225456237791,1.0533188218967002e-20,1.9656076866730935e-21
15323.604345321655,1.0697367642690458e-20,1.9173596696245635e-21
15329.983234405518,1.0812690753074309e-20,1.9231605235919612e-21
15336.36212348938,1.1304341931540866e-20,1.97476913379673e-21
15342.741012573242,8.816299116426672e-21,1.9014135392189846e-21
15349.118709564207,9.777740789217102e-21,1.928628618217557e-21
15355.497598648071,9.251649855061687e-21,1.9178696403718217e-21
15361.876487731935,1.0328019493958122e-20,2.170529626032413e-21
15368.2541847229,1.114087493771598e-20,1.899839283285726e-21
15374.633073806765,9.678408920044376e-21,1.9317292587368614e-21
15381.01077079773,1.064694129808209e-20,1.9060874692743205e-21
15387.389659881592,1.4164807770309798e-20,1.9927019896660994e-21
15393.768548965454,1.1495355032897512e-20,1.950646713946594e-21
15400.14624595642,1.0083513397658952e-20,1.8421752672731407e-21
15406.525135040283,1.091662732138141e-20,1.9025986257713566e-21
15412.90283203125,9.680907257987527e-21,1.9553462373718003e-21
15419.281721115112,1.6175228019441817e-20,1.9186735131885897e-21
15425.65941810608,1.1172751502736132e-20,1.9335902306739337e-21
15432.03830718994,1.2195349890395547e-20,1.9178168164338915e-21
15438.416004180906,1.2551194737744778e-20,1.9340487462322477e-21
15444.79489326477,9.817530205130503e-21,1.904040292661441e-21
15451.172590255735,1.1906785558031223e-20,1.9257481138251002e-21
15457.550287246704,1.0426685923489504e-20,1.9301852196987022e-21
15463.929176330566,7.487455466930733e-21,1.9572710591028847e-21
15470.306873321531,6.359011653809131e-21,1.8693197084773916e-21
15476.685762405396,9.462910319504966e-21,1.8921759537823216e-21
15483.063459396362,1.3374072480822776e-20,1.978963118282185e-21
15489.44115638733,8.032452665281864e-21,2.1226535484174192e-21
15495.818853378298,9.086193082191564e-21,1.9537934522379925e-21
15502.197742462158,9.487551166486654e-21,1.954784892228074e-21
15508.575439453123,1.1563357880225981e-20,1.920380639483294e-21
15514.953136444092,9.898299112220025e-21,1.923124504678716e-21
15521.33083343506,9.907893284073318e-21,1.9134270383369745e-21
15527.708530426024,9.237430129876696e-21,1.9071691811356573e-21
15534.08741950989,9.538573805474461e-21,1.9414231096814476e-21
15540.465116500854,1.2531089729590571e-20,1.9130089670401024e-21
15546.84281349182,1.2048584652839674e-20,1.906794289525126e-21
15553.220510482788,8.897857042074165e-21,1.9137013992424433e-21
15559.598207473757,1.0385894433812073e-20,1.9562001331507726e-21
15565.975904464722,1.0891002933934044e-20,1.9385549020960445e-21
15572.353601455688,1.3431004525771801e-20,1.9806977772869092e-21
15578.731298446655,5.4159506343609904e-21,1.9441100621967352e-21
15585.108995437622,9.891367015842632e-21,2.014029778195553e-21
15591.486692428589,1.0853586668656162e-20,1.942462521127097e-21
15597.864389419556,1.0441743348150932e-20,2.040823244765321e-21
15604.242086410522,1.1580171660924943e-20,1.98165113862119e-21
15610.619783401487,1.0860193225455791e-20,1.936705558679732e-21
15616.997480392458,6.9986511777791e-21,1.9603009491461897e-21
15623.375177383425,1.1267729515576861e-20,1.9433147694253335e-21
15629.75287437439,1.6482613133227655e-20,1.9469769706488155e-21
15636.12937927246,9.699813631968385e-21,1.9571446267178793e-21
15642.507076263428,8.389753794481288e-21,1.9974406512314154e-21
15648.884773254393,8.917885706118298e-21,1.94776750437888e-21
15655.262470245363,1.119138707976189e-20,2.0853241343258915e-21
15661.640167236328,1.3767358795854884e-20,1.964451252854193e-21
15668.0166721344,8.755936150520086e-21,1.9256486553136283e-21
15674.394369125366,1.0847342113669218e-20,2.01421274503234e-21
15680.772066116331,1.166073313838454e-20,1.9700607622993063e-21
15687.148571014404,6.230858084723423e-21,1.9211776289767345e-21
15693.526268005371,1.0142141380033351e-20,1.888661017920609e-21
15699.903964996338,1.2784001283476056e-20,1.9651202814930943e-21
15706.28046989441,1.313405889055383e-20,1.966315762194681e-21
15712.658166885376,9.23006576839697e-21,1.978969549375612e-21
15719.034671783447,1.2937927597107522e-20,1.991105726385345e-21
15725.412368774414,1.1920635965710942e-20,1.9781971420325244e-21
15731.79006576538,8.790194307554489e-21,1.9612683111561925e-21
15738.166570663452,9.712131769885248e-21,1.9793174575394576e-21
15744.54426765442,9.388595603962634e-21,1.9732874204332466e-21
15750.92077255249,7.967119170554034e-21,2.0063294868287334e-21
15757.297277450562,1.170000074478204e-20,1.982910685505145e-21
15763.674974441528,7.616017386419475e-21,2.0819550141385865e-21
15770.0514793396,8.563689579214151e-21,1.8990497208509713e-21
15776.429176330566,1.1129769977596047e-20,1.9086910151813656e-21
15782.805681228638,9.194579215646623e-21,1.9553325121484016e-21
15789.182186126707,8.059166928710648e-21,1.9665417800483356e-21
15795.559883117676,7.37995839581476e-21,2.023891920164621e-21
15801.936388015749,1.0772947410146703e-20,2.1837265058663795e-21
15808.312892913818,1.11324671372253e-20,2.1815290499347557e-21
15814.690589904783,1.0341967364852437e-20,1.9728503689637476e-21
15821.067094802856,1.1527750852888964e-20,2.004151031510313e-21
15827.443599700928,1.0402200659056278e-20,1.9848796648558658e-21
15833.820104599,4.797251356209054e-21,2.0451844850979314e-21
15840.196609497072,1.1162869327455052e-20,2.029926765352397e-21
15846.574306488035,1.2698506697588818e-20,2.0371421506045893e-21
15852.950811386108,1.304692558454673e-20,2.0865089992255843e-21
15859.32731628418,1.0177591286695161e-20,2.03901067075393e-21
15865.70382118225,9.963612770003893e-21,2.2898652210554036e-21
15872.080326080322,1.0389427592033914e-20,2.0747580948574322e-21
15878.456830978394,7.520734675020896e-21,2.2261591130610008e-21
15884.833335876465,8.091978698297725e-21,2.1560081880952247e-21
15891.209840774536,8.656866931911064e-21,1.9710556815555183e-21
15897.586345672607,2.3618677436963258e-21,1.9786572151249286e-21
15903.96285057068,8.953547623617598e-21,1.9868754288907585e-21
15910.339355468752,9.480089674499023e-21,2.0418271356672227e-21
15916.71586036682,6.469771930854685e-21,2.0583462994396603e-21
15923.092365264893,9.657398484453897e-21,2.090351407637464e-21
15929.468870162964,1.2389628786707272e-20,2.0440747760485102e-21
15935.845375061035,8.869536399235454e-21,1.9806376285365413e-21
15942.221879959106,1.0503566522874052e-20,1.979629763890465e-21
15948.597192764282,7.271145114000226e-21,2.0295592383437002e-21
15954.973697662354,1.4087999962271418e-20,2.022754787840699e-21
15961.350202560425,1.1026183169170407e-20,1.9885501119751736e-21
15967.726707458496,8.05116837276913e-21,1.9181278949281718e-21
15974.103212356567,9.252327156282571e-21,1.9699429182405314e-21
15980.478525161743,7.986182012930493e-21,2.186397753233464e-21
15986.855030059814,4.548362454314667e-21,2.8672588365735447e-21
15993.231534957886,7.343203536840833e-21,2.000790941157386e-21
15999.606847763062,7.91360288612451e-21,1.964108824078576e-21
16005.983352661133,8.672444799491529e-21,2.001193616520062e-21
16012.359857559206,4.8053648900988245e-21,1.9964751417671654e-21
16018.73517036438,2.539373574507583e-21,2.0549210191556377e-21
16025.111675262451,9.749302303490525e-21,2.07877645890619e-21
16031.486988067623,1.2602386792673927e-20,2.014888620145587e-21
16037.863492965698,5.924081661711899e-21,1.9575986707805426e-21
16044.238805770874,1.0953604311014542e-20,1.9944148694811526e-21
16050.615310668943,8.167317287182226e-21,2.005125648419109e-21
16056.99062347412,8.250828468734359e-21,2.0752878677410008e-21
16063.367128372192,1.215843256533294e-20,2.044742729166315e-21
16069.742441177368,6.037974282311682e-21,1.9470750577778746e-21
16076.11894607544,9.186879727999865e-21,1.9995295157799107e-21
16082.494258880615,1.279356140779673e-20,2.0541830489528616e-21
16088.869571685793,1.2587279155959822e-20,2.0355857914058475e-21
16095.24607658386,9.900788088748987e-21,1.9629249394255348e-21
16101.621389389038,1.0721524880292214e-20,1.9957892669122447e-21
16107.996702194214,5.43463868753042e-21,1.9324858762944638e-21
16114.373207092283,9.591186351533219e-21,1.943132594020232e-21
16120.74851989746,7.889734459842286e-21,2.001675629767796e-21
16127.123832702637,5.316555142480306e-21,1.9457129960124982e-21
16133.500337600708,9.28923356809354e-21,1.969448198691227e-21
16139.875650405884,1.1395782187972986e-20,2.1089419238326214e-21
16146.25096321106,1.1144596183083256e-20,2.102167228336186e-21
16152.626276016235,1.3093852303471672e-20,1.953222991403128e-21
16159.00158882141,7.870392142391324e-21,1.9540845856655976e-21
16165.376901626589,1.2725610821836802e-20,1.9616670257742758e-21
16171.752214431765,1.0531642827346263e-20,2.0133021980139823e-21
16178.128719329834,1.62358962990924e-20,2.0004115231520028e-21
16184.50403213501,1.1630595204439065e-20,1.9492674491298147e-21
16190.879344940184,1.1750703946562067e-20,1.9455704992318916e-21
16197.25465774536,1.0430356515882782e-20,1.9296109063863425e-21
16203.629970550535,8.695264193469664e-21,1.9370466342729254e-21
16210.005283355713,1.3454240291551528e-20,1.9420951509327244e-21
16216.380596160889,7.875147285516589e-21,2.055176584290527e-21
16222.75471687317,4.26687223877018e-21,1.9584625945033787e-21
16229.130029678345,1.170258142376053e-20,1.94297422995742e-21
16235.50534248352,1.2043468020658189e-20,1.9776481227694317e-21
16241.880655288696,8.766927768676594e-21,2.0573874487452256e-21
16248.255968093872,1.4217487826564875e-20,2.018556396906254e-21
16254.631280899048,9.586006011339007e-21,1.9337040944285856e-21
16261.006593704224,1.0219771429132446e-20,1.9362138114636354e-21
16267.380714416504,9.01397927435364e-21,1.9552757311130564e-21
16273.756027221678,8.222111058381519e-21,1.8970484339968514e-21
16280.131340026855,9.579861800413757e-21,1.9825286413203864e-21
16286.506652832031,1.1801494136211597e-20,1.9744928191830497e-21
16292.880773544312,1.0933956369027252e-20,1.9236552908209573e-21
16299.256086349487,7.0327574675671e-21,1.9209973676179847e-21
16305.631399154665,9.74771743432799e-21,1.9505972217921635e-21
16312.005519866943,9.577826482964432e-21,1.9018206050171294e-21
16318.38083267212,1.2013261618329816e-20,1.8963770264826393e-21
16324.756145477297,6.750280443113894e-21,1.927271120968582e-21
16331.130266189575,1.49900528259758e-20,1.9382558745031124e-21
16337.505578994753,1.4312100907857795e-20,1.976557477885719e-21
16343.879699707031,1.2788238708940111e-20,1.9694080809476153e-21
16350.255012512209,1.1578202301285602e-20,1.964055340126013e-21
16356.629133224487,1.1308319126689975e-20,1.9517560078841536e-21
16363.004446029665,1.1017378741976708e-20,1.8728913451639268e-21
16369.378566741943,1.2043778404993681e-20,1.91497708492949e-21
16375.752687454224,1.3882488249700683e-20,1.947231058389636e-21
16382.1280002594,1.0047579759350944e-20,1.960857591558934e-21
16388.50212097168,5.118542005929386e-21,1.930825370841687e-21
16394.87743377686,6.4275084105508345e-21,2.0731989417633186e-21
16401.251554489136,9.687220031239013e-21,2.0758770216068935e-21
16407.625675201416,7.55129769152392e-21,1.9340125225906267e-21
16414.000988006588,1.1648569247384063e-20,1.919311078887218e-21
16420.375108718876,1.2473477714434235e-20,1.954390862032175e-21
16426.749229431152,5.9937302189189515e-21,1.952365874320913e-21
16433.123350143433,8.039082204924917e-21,1.9172913872617527e-21
16439.49866294861,9.386717417961514e-21,1.9573094426224775e-21
16445.87278366089,1.0184343226942139e-20,2.015803338621574e-21
16452.356576919556,8.620907688237527e-21,1.9258778015137775e-21
16458.730697631832,9.473803219310479e-21,1.96414532368779e-21
16465.10481834412,1.1995003913996505e-20,1.9584296175944583e-21
16471.478939056396,1.2942909750720004e-20,1.9256177853913734e-21
16477.853059768677,9.516658782533207e-21,1.922983754028472e-21
16484.227180480957,6.513541032311691e-21,2.0212909978105638e-21
16490.601301193237,5.118234806342784e-21,1.910046836500577e-21
16496.976613998413,9.547731001900131e-21,1.9248176940711417e-21
16503.350734710693,6.353681831976009e-21,1.990125402985335e-21
16509.723663330078,7.710521242799437e-21,1.972067817122105e-21
16516.09778404236,7.267264856862507e-21,2.4579989706743282e-21
16522.47190475464,9.80577549158842e-21,2.9755455359718098e-21
16528.84602546692,2.595129168062049e-21,2.239341447041473e-21
16535.2201461792,6.1658934405917755e-21,1.9178232177357772e-21
16541.594266891483,4.285078435750207e-21,1.8584359456805156e-21
16547.96838760376,5.705361404645427e-21,1.873684110029832e-21
16554.34250831604,5.556162416450394e-21,1.869089043399473e-21
16560.715436935425,7.78125214410322e-21,1.9244357959158186e-21
16567.089557647705,1.4251944568753702e-20,1.9676317904586444e-21
16573.463678359985,1.0251328770064876e-20,1.9015369670672445e-21
16579.837799072266,7.557817426336451e-21,1.8720883902074727e-21
16586.21072769165,7.564919716476948e-21,1.9522131838985267e-21
16592.58484840393,8.819509643006095e-21,1.863345736167871e-21
16598.95896911621,7.897329952561225e-21,1.930264457989789e-21
16605.331897735596,8.174392809527515e-21,1.9222421019745606e-21
16611.706018447872,1.3370239100088536e-20,1.9363137403429734e-21
16618.08013916016,1.014407073423838e-20,1.874443579508888e-21
16624.45306777954,9.818439495149895e-21,1.9101891160575013e-21
16630.82718849182,9.965285811592595e-21,1.9510234268660376e-21
16637.200117111202,4.290888903322381e-21,1.9260070816474836e-21
16643.57423782349,1.1457396807777707e-20,1.9251321083965827e-21
16649.94716644287,6.209255251877434e-21,2.006158409690929e-21
16656.32128715515,9.31063939900059e-21,2.1791828272638768e-21
16662.694215774532,5.765030897540931e-21,1.95063086318811e-21
16669.06833648682,7.040212130579771e-21,1.9774872667930808e-21
16675.4412651062,1.064160712747603e-20,1.9659737945862346e-21
16681.81538581848,6.511546210841564e-21,1.9478800755118297e-21
16688.188314437863,1.2722630280026366e-20,1.997111274730452e-21
16694.56124305725,9.059772200653142e-21,2.0114428869040544e-21
16700.93536376953,1.1593552619669591e-20,2.027896097115661e-21
16707.308292388916,1.0651218676181688e-20,1.981814734328146e-21
16713.6812210083,1.2617181643896543e-20,2.0884171338890333e-21
16720.054149627686,9.531110968381538e-21,2.1665438704716295e-21
16726.428270339966,4.245913223479767e-21,1.9679504567200174e-21
16732.80119895935,8.265461034254027e-21,1.9697554275734312e-21
16739.17412757874,9.640829148428109e-21,1.9737324137560156e-21
16745.54705619812,1.051979157380009e-20,2.153650877150185e-21
16751.919984817505,9.926502438911915e-21,2.0410567704095355e-21
16758.29291343689,8.597297418975035e-21,2.08381806733018e-21
16764.66703414917,9.30079305947187e-21,2.000265623213955e-21
16771.039962768555,1.3686470190400945e-20,2.0447990843505837e-21
16777.41289138794,1.354017252023327e-20,2.034374864397843e-21
16783.785820007324,1.1765408565301257e-20,1.9502791393161163e-21
16790.158748626713,5.494065184788922e-21,1.983944785504114e-21
16796.531677246094,1.536536932886416e-20,1.9852833133652148e-21
16802.90460586548,1.3410990804424912e-20,1.9719040711524577e-21
16809.277534484863,1.0098600941302319e-20,1.9917594508613606e-21
16815.650463104248,1.2623744101343913e-20,1.9230213792526688e-21
16822.022199630737,1.4951008657100015e-20,2.0160575153771712e-21
16828.395128250122,6.258059874518256e-21,1.8828517288635678e-21
16834.768056869507,-1.1358277818871166e-20,3.270347618666905e-21
16991.950273513798,2.7917210430614623e-20,8.026408270991994e-21
17002.67195701599,1.2099252003593028e-20,5.252588453924175e-21
17013.39364051819,4.422375156208664e-21,4.894029379647833e-21
17024.11413192749,3.102960454040015e-21,4.6990536715223766e-21
17034.83581542969,3.1976130792753028e-21,4.310110084016416e-21
17045.55630683899,6.0273863222917915e-21,4.267507033804315e-21
17056.277990341187,1.1044816772965053e-20,4.084558057720248e-21
17066.998481750492,1.2281955916610405e-20,4.121489230511431e-21
17077.720165252686,1.1867017371446645e-20,3.797963460486834e-21
17088.440656661987,1.2553778428897954e-20,3.7940672499575924e-21
17099.162340164185,1.0494235522665863e-20,3.9268039110190636e-21
17109.882831573486,7.829504545288306e-21,4.2339734517132405e-21
17120.604515075684,4.588782173389104e-22,4.3174305446408125e-21
17131.325006484985,7.75678554648658e-21,4.017081479637644e-21
17142.045497894287,1.8474619176344045e-20,3.971068526936255e-21
17152.767181396484,1.3820977079822042e-20,4.062114349040746e-21
17163.487672805786,1.1774579222755062e-20,4.123834131337562e-21
17174.209356307987,9.391267912566999e-21,4.024812115929714e-21
17184.929847717285,7.035236392644644e-21,4.206785396828322e-21
17195.650339126587,3.329818710133763e-21,4.070480154650031e-21
17206.372022628788,1.4718140675065832e-20,4.053641884307044e-21
17217.092514038086,5.133336707864237e-21,4.0971061214890786e-21
17227.813005447388,8.84361377345389e-21,3.8797716722517296e-21
17238.53468894959,1.2794657259857128e-20,3.944642054666156e-21
17249.255180358887,1.8787260244080716e-21,3.863234295115294e-21
17259.97567176819,8.630794816707441e-21,4.062400073564517e-21
17270.69616317749,8.890224874416721e-21,3.76171789053459e-21
17281.417846679688,1.2718485956400184e-20,3.9699778623244896e-21
17292.13833808899,8.455069900350839e-21,4.117950531817464e-21
17302.85882949829,-3.732615681216967e-21,4.0626986036337825e-21
17313.579320907593,7.73970715758176e-21,3.7863141257645645e-21
17324.299812316895,1.2692149842490096e-20,3.9068999368354224e-21
17335.02149581909,5.87076039432673e-21,3.82145248490104e-21
17345.914840698242,1.6485542607437674e-20,3.8182200969821384e-21
17356.635332107544,8.078105561828168e-21,3.771002113160339e-21
17367.355823516846,4.416136433703308e-21,3.722566839074325e-21
17378.077507019043,-1.2754749436531716e-21,4.398410702181155e-21
17388.797998428345,5.952520832106363e-21,3.866028156196849e-21
17399.518489837646,1.0756496815084611e-20,3.8447872277793385e-21
17410.238981246952,-2.0149901641737167e-21,3.622096860126775e-21
17420.95947265625,5.722838145399168e-21,3.738827796675084e-21
17431.679964065555,3.442018118211802e-21,3.6039782452289626e-21
17442.400455474854,6.555337989088111e-21,3.814581022498129e-21
17453.120946884155,7.494816628113039e-21,4.024633636553561e-21
17463.841438293457,9.97249710049071e-21,3.811323879951719e-21
17474.56192970276,2.4522932275064784e-21,3.7615827137433605e-21
17485.282421112064,8.539804502577672e-21,3.525600638850773e-21
17496.002912521362,4.3194290880862854e-21,3.61438533937936e-21
17506.723403930664,1.2680847088853928e-20,3.547840048996608e-21
17517.443895339966,9.225294142478295e-21,3.697076740501897e-21
17528.164386749268,4.328606025665799e-22,3.683075529502768e-21
17538.884878158573,1.7715155920196394e-20,3.700639855586458e-21
17549.60536956787,8.14999824013919e-21,3.686342924230758e-21
17560.325860977173,1.6152514734200797e-20,3.5586660736737195e-21
17571.046352386475,1.55216808162376e-20,3.715580919751316e-21
17581.766843795776,6.150060646077923e-21,3.497364873377527e-21
17592.486143112183,1.000039699722749e-20,3.4310306164046015e-21
17603.206634521484,4.9578831745301375e-21,3.3242252565953517e-21
17613.92712593079,5.299262021391957e-21,3.287573457026322e-21
17624.647617340088,1.1413254930355633e-21,3.316709494543818e-21
17635.36810874939,5.563820157469733e-21,3.528759978089396e-21
17646.087408065796,3.850425796132113e-21,3.606838528879516e-21
17656.8078994751,4.701701073622101e-21,3.547395931446231e-21
17667.5283908844,6.0767645744887844e-21,3.31601665546608e-21
17678.2488822937,7.793083119794432e-21,3.3493731941928862e-21
17688.968181610107,4.5983441557887695e-21,3.6165257540506484e-21
17699.68867301941,1.4879562420143472e-21,3.4885088047230115e-21
17710.40916442871,5.716738133570022e-21,3.3202395717641786e-21
17721.129655838013,1.2015348089644582e-20,3.32046495254851e-21
17731.84895515442,9.585188326490018e-21,3.3352199987969847e-21
17742.56944656372,8.219329332565101e-21,3.3300118546048655e-21
17753.288745880127,6.25644270030755e-21,3.365536193343415e-21
17764.00923728943,1.5643122988545814e-20,3.416618717660412e-21
17774.729728698734,1.1181943482252378e-20,3.289170359541482e-21
17785.450220108032,8.357781382255178e-21,3.3291715383924252e-21
17796.170711517334,7.146330811785221e-21,3.148448719213317e-21
17806.891202926636,5.30184621014261e-21,3.1039120603372405e-21
17817.611694335938,6.952321332238448e-21,3.0983128358324526e-21
17821.1772441864,5.8068011344315176e-21,5.669527771695512e-21
17827.545404434204,8.42559003169469e-21,2.128434766116451e-21
17828.33218574524,1.2219088126545904e-20,3.172130244599325e-21
17833.914756774902,1.022177850308732e-20,2.0742302653045246e-21
17839.05267715454,3.0577748826322537e-21,3.0972319508570695e-21
17840.282917022705,1.0928511947492515e-20,1.968216184634396e-21
17846.651077270508,6.726904142769737e-21,1.953384296915905e-21
17849.771976470947,6.180989740395486e-21,3.0193962461828446e-21
17853.020429611206,6.985921770202176e-21,1.9531724510991517e-21
