wave,flux,err
10949.08356666565,2.2890940565253693e-20,2.8332548573119808e-21
10955.474376678469,1.820690934474599e-20,2.8819413544907753e-21
10961.865186691284,1.8782643970980205e-20,2.806680810295654e-21
10968.255996704102,2.2780232473114307e-20,2.847352524780616e-21
10974.646806716915,2.263679412803058e-20,2.8246979613696304e-21
10981.037616729736,2.6048514811901652e-20,2.907505884150618e-21
10987.428426742554,2.6157695573676133e-20,2.82790155116091e-21
10993.819236755371,2.338555677044214e-20,2.7845885030113798e-21
11000.210046768188,1.946343813267892e-20,2.8571724461341224e-21
11006.600856781006,2.5600695102046047e-20,2.935532275182996e-21
11012.991666793823,2.5033369892398165e-20,2.8336842205744405e-21
11019.38247680664,2.4180313710729877e-20,2.8893383799620256e-21
11025.772094726562,2.379391950176644e-20,2.8695479430513106e-21
11032.16290473938,2.1715176823130645e-20,2.898312404934477e-21
11038.553714752195,2.800929901673901e-20,2.865733546815605e-21
11044.944524765016,2.729614622603389e-20,2.895346514798385e-21
11051.335334777832,1.566769901993047e-20,3.0106378476437243e-21
11057.726144790648,2.287085966920475e-20,2.9135720097505023e-21
11064.116954803469,2.2818161200463662e-20,3.566608918464802e-21
11070.506572723389,2.0232691981814935e-20,1.0197646554221744e-20
11076.897382736206,2.4447545134148055e-20,3.1145170559904207e-21
11083.288192749023,2.150130758140769e-20,2.8482735539290548e-21
11089.67900276184,2.0389016405074515e-20,2.8909771643958613e-21
11096.069812774658,2.1203093820253447e-20,2.881410973099911e-21
11102.459430694578,1.8966981167504968e-20,2.9022117535718306e-21
11108.850240707396,2.1558666544213535e-20,2.8224755943237346e-21
11115.241050720217,1.9811696036028e-20,2.8788801722152073e-21
11121.631860733032,1.5439399574301983e-20,2.8524555991474283e-21
11128.021478652954,1.8847959082799334e-20,2.900318015299943e-21
11134.412288665771,2.82446449261326e-20,2.853850817372121e-21
11140.803098678589,3.8690270123671544e-20,2.90801288116268e-21
11147.19271659851,2.3495358243692077e-20,2.824918169027764e-21
11153.583526611328,2.1779880405409242e-20,2.89728152172542e-21
11159.974336624146,2.4130138691595116e-20,2.8265683467261063e-21
11166.363954544066,2.6042455171718714e-20,2.8371661137463237e-21
11172.754764556885,2.4669715221930276e-20,2.8849225317963187e-21
11179.145574569702,1.9542384251218612e-20,2.8801369063975863e-21
11185.535192489624,2.4094827832022448e-20,2.9241125685723363e-21
11191.92600250244,1.84444769484934e-20,2.9982669917877133e-21
11198.31681251526,2.2603825199885486e-20,2.824494391657771e-21
11204.70643043518,2.0018231278040214e-20,2.8562174352578254e-21
11211.097240447996,2.360736485138066e-20,2.9300552421877604e-21
11217.48685836792,2.7081449159276764e-20,2.82244206218178e-21
11223.877668380735,2.4944091803754803e-20,2.7848394119785055e-21
11230.26728630066,2.6608871396073898e-20,2.7958576303773962e-21
11236.658096313477,1.8262869567517756e-20,2.895010084479823e-21
11243.047714233398,2.0012709387099692e-20,2.8578795631496002e-21
11249.438524246216,2.4376639022497928e-20,2.8883663868222982e-21
11255.829334259031,2.572224758439435e-20,2.78356311202537e-21
11262.218952178957,2.1352812612040178e-20,2.798166331523654e-21
11268.609762191772,1.7730021421892214e-20,2.7945719935389034e-21
11274.999380111694,2.719980221781243e-20,2.938881104823732e-21
11281.388998031616,2.2539869038684397e-20,2.889769610703205e-21
11287.779808044434,1.9904991217330938e-20,2.7119029146157656e-21
11294.169425964355,2.65428422660088e-20,2.919322952767264e-21
11300.560235977173,3.5239921694567e-20,3.9782381271817005e-21
11306.949853897097,2.5891323357037274e-20,3.8626271741109565e-21
11313.340663909912,2.2837710085338814e-20,3.783675485747327e-21
11319.730281829836,2.0426705416398804e-20,2.7447155611963587e-21
11326.119899749756,2.1000588410830132e-20,2.7510260549196513e-21
11332.510709762571,2.1865564283928958e-20,2.755735426898834e-21
11338.900327682495,1.9897567246706702e-20,2.6300241387580754e-21
11345.291137695312,2.231367265537596e-20,2.5991956987891912e-21
11351.680755615234,2.4605221458058866e-20,2.6284914472139995e-21
11358.070373535156,2.2377781979514947e-20,2.6757235368322314e-21
11364.461183547974,2.5909896384597373e-20,2.6653831370576847e-21
11370.850801467896,1.684479226700506e-20,2.636745930094118e-21
11377.240419387816,1.6691213855432773e-20,2.597001638020482e-21
11383.631229400637,2.254636860906806e-20,2.6563496010454016e-21
11390.020847320557,2.6517852867042097e-20,2.6151190353297412e-21
11396.41046524048,2.6265170152139956e-20,2.6090527586590926e-21
11402.8000831604,1.6032363191142967e-20,2.585343720159985e-21
11409.190893173218,1.871975863301361e-20,2.5352750691614138e-21
11415.58051109314,1.8456367657923675e-20,2.6073744266790167e-21
11421.970129013062,1.8129715400977836e-20,2.587724431865208e-21
11428.359746932983,2.418624540980442e-20,2.590783347737267e-21
11434.7505569458,1.6781681892301334e-20,2.5170235755912974e-21
11441.245079040527,1.3664721682498102e-20,2.5177020710195666e-21
11447.63469696045,1.660088906324573e-20,2.5315021601340858e-21
11454.024314880371,1.3232254208158775e-20,2.491370182869374e-21
11460.413932800291,2.2005358347516706e-20,2.501694536219198e-21
11466.80474281311,1.9024956959222603e-20,2.5066195423318902e-21
11473.194360733032,2.160899472678591e-20,2.4366787207658647e-21
11479.583978652954,1.977332663303362e-20,2.4700163371533737e-21
11485.973596572878,1.8443635009411452e-20,2.449391244883743e-21
11492.363214492798,2.1243107143467345e-20,2.4771272127797737e-21
11498.75283241272,1.7251452559309753e-20,2.472471146252829e-21
11505.142450332642,2.1513745002472543e-20,2.4627557943557218e-21
11511.532068252563,1.9967715018681932e-20,2.4331147257507755e-21
11517.921686172484,1.9956790309454665e-20,2.5031444502943723e-21
11524.311304092407,2.3013536599487423e-20,2.4763954652726426e-21
11530.702114105225,1.5472544573848117e-20,2.5771968407463332e-21
11537.091732025145,2.4578103903414935e-20,2.453568875262521e-21
11543.481349945068,2.2198549450569818e-20,2.5710903933623767e-21
11549.87096786499,1.837380991613127e-20,2.4638216610794255e-21
11556.260585784912,2.178406332366327e-20,2.527664852617637e-21
11562.650203704832,2.6500350481206287e-20,2.418126608134096e-21
11569.039821624756,3.859339113470056e-20,2.4592201567096754e-21
11575.429439544678,2.7934854490434744e-20,2.4359130302202642e-21
11581.817865371704,2.2941703301452757e-20,2.3685485133085744e-21
11588.207483291626,1.4153591669108643e-20,2.4136875645807647e-21
11594.597101211548,2.3899720648806902e-20,2.455261315123944e-21
11600.98671913147,2.0693923078528158e-20,2.440475734968325e-21
11607.376337051392,2.2111050680572063e-20,2.4725396851177133e-21
11613.765954971312,1.5800500891951166e-20,2.3920026450794287e-21
11620.155572891235,2.0012664988216148e-20,2.4237194821509587e-21
11626.545190811155,2.7667819988174204e-20,2.518453870730896e-21
11632.93480873108,1.9088815681583382e-20,2.421477326783973e-21
11639.324426651,1.703416980323121e-20,2.4815695754896023e-21
11645.712852478027,1.7267867423927087e-20,2.461374101475559e-21
11652.10247039795,1.5668166499347612e-20,2.5010150722631787e-21
11658.492088317871,1.8776843195375124e-20,2.4729231181648366e-21
11664.881706237791,2.036824199658837e-20,2.603291717186408e-21
11671.271324157717,2.465596022757813e-20,2.7077652934748486e-21
11677.65974998474,2.159589891497244e-20,2.6549204018858054e-21
11684.049367904665,2.1334322311445187e-20,2.5746423274928237e-21
11690.438985824583,1.8946152463108104e-20,2.5478352275572323e-21
11696.828603744509,1.6655647150490653e-20,2.4410869443643155e-21
11703.217029571531,1.8971347333596494e-20,2.427278049764519e-21
11709.606647491457,4.109285454312345e-20,2.5499114989279296e-21
11715.996265411375,7.93818097943747e-20,2.665046587807366e-21
11722.3858833313,7.816653711471577e-20,2.662906500673621e-21
11728.774309158323,8.181579169830282e-20,2.6863198267109454e-21
11735.163927078249,4.9599919862829735e-20,2.5671605782771863e-21
11741.553544998167,2.1566170181903648e-20,2.525174511447048e-21
11747.941970825195,2.1401193219826216e-20,2.506567934106582e-21
11754.331588745115,1.8752190672610214e-20,2.4471897948846013e-21
11760.720014572144,2.0883717758692495e-20,2.486532823359979e-21
11767.109632492067,1.6966879285701345e-20,2.4158408418922438e-21
11773.499250411987,1.1422229540759921e-20,2.3998469833740618e-21
11779.887676239014,1.620979038145201e-20,2.4051545451176903e-21
11786.277294158936,1.1463030509086078e-20,2.404877960552951e-21
11792.665719985962,1.6641704434765804e-20,2.4427728822946396e-21
11799.055337905884,1.88034153520491e-20,2.3963462475380048e-21
11805.44376373291,1.7962934463222902e-20,2.4675364525991604e-21
11811.833381652832,1.684491123295149e-20,2.3882118316157445e-21
11818.222999572754,2.2605740787327164e-20,2.463563633685609e-21
11824.611425399778,1.451391590458902e-20,2.3961501534425892e-21
11831.001043319702,1.9603171280959222e-20,2.338530640226483e-21
11837.389469146729,2.0654601326607202e-20,2.304211964647817e-21
11843.777894973757,2.399070015903733e-20,2.3456488892406e-21
11850.167512893677,1.7177719703749985e-20,3.1984723061025237e-21
11856.555938720703,1.9222388787377372e-20,2.4296850595681444e-21
11862.945556640623,2.1591642041185247e-20,2.364317928874273e-21
11869.333982467651,1.8167817907025607e-20,2.347493508768308e-21
11875.723600387571,1.956642757158487e-20,2.2894973801189473e-21
11882.112026214598,1.7208180775039946e-20,2.3025113266203717e-21
11888.500452041626,2.4091921855113243e-20,2.3604929026816518e-21
11894.890069961548,1.5016982474342088e-20,2.2845194009057633e-21
11901.278495788574,1.8794962821011487e-20,2.3550103434566175e-21
11907.6669216156,1.613065164702918e-20,2.3875047633870972e-21
11914.056539535522,1.5864017486718017e-20,2.3489827329602757e-21
11920.444965362549,2.3725164995689536e-20,2.351577366476982e-21
11926.833391189575,1.732705014419474e-20,2.3275593266208528e-21
11933.223009109495,1.5251422482354327e-20,2.4377227807686688e-21
11939.611434936523,2.1915504620741417e-20,2.5127708521191496e-21
11945.99986076355,1.737418523810861e-20,2.385873752740319e-21
11952.389478683472,1.9357046972798128e-20,2.3793770109090327e-21
11958.777904510498,1.942925364545952e-20,2.4315036776793767e-21
11965.166330337524,1.7259577134587e-20,2.3873361387526818e-21
11971.554756164547,1.6055133215939662e-20,2.3609121626044553e-21
11977.943181991575,1.5303377696829592e-20,2.3444812411912803e-21
11984.3327999115,2.0972503346889095e-20,2.312931206002565e-21
11990.721225738524,2.1194031428197373e-20,2.3729934370643042e-21
11997.109651565552,2.0455335846292303e-20,2.3971150387626258e-21
12003.498077392578,2.143620295322334e-20,2.4595725328978905e-21
12009.886503219604,1.837453434588025e-20,2.433445191892912e-21
12016.27492904663,1.9109204314710527e-20,2.3743179956595814e-21
12022.664546966553,1.900822024049983e-20,2.3586344635252565e-21
12029.05297279358,2.45795180642567e-20,2.3457535853487654e-21
12035.441398620604,2.011816700295124e-20,2.3091273625035645e-21
12041.829824447632,1.7925760614406754e-20,2.3060454194987225e-21
12048.324346542358,2.0189551425385476e-20,2.5428029441896694e-21
12054.712772369385,1.8490683257328162e-20,2.351411519678035e-21
12061.101198196411,1.621594212427955e-20,2.315342141349817e-21
12067.489624023438,2.1758865835738265e-20,2.3005438481118893e-21
12073.878049850464,1.7183291842619145e-20,2.2483587953351908e-21
12080.26647567749,2.06376981623697e-20,2.2900802007896822e-21
12086.654901504517,1.890319045812534e-20,2.3316426374859274e-21
12093.043327331545,1.93526305228261e-20,2.2613177050163583e-21
12099.43175315857,2.0575206955962517e-20,2.277346436327833e-21
12105.820178985596,2.2529805024144833e-20,2.2393872664178694e-21
12112.208604812622,2.2554567757687912e-20,2.292773060442567e-21
12118.597030639648,1.930478824108107e-20,2.284963295272161e-21
12124.98426437378,1.843310204002834e-20,2.2530450875154587e-21
12131.372690200806,1.6574251027463016e-20,2.2536277562207406e-21
12137.761116027832,2.0497541865769682e-20,2.2690018900322145e-21
12144.149541854858,2.0556172467681557e-20,2.262497479763151e-21
12150.537967681885,1.888729651944539e-20,2.3157957396588383e-21
12156.926393508911,2.0469764642862687e-20,2.3444953754395478e-21
12163.314819335938,1.7591972013519307e-20,2.2573263401416126e-21
12169.703245162964,1.6126011227537074e-20,2.259513367951745e-21
12176.090478897097,2.3664438220538446e-20,2.23455338666594e-21
12182.47890472412,1.7818198707686286e-20,2.2675637356844487e-21
12188.867330551147,1.625143692798609e-20,2.2445533440610036e-21
12195.255756378174,1.7793820070912747e-20,2.2762755067737053e-21
12201.642990112305,1.841965417188351e-20,2.262726420813891e-21
12208.031415939333,2.0241509607108133e-20,2.2198608362512384e-21
12214.419841766356,1.6481635198948306e-20,2.3846406512694515e-21
12220.808267593384,1.5764245844624542e-20,4.035361981350781e-21
12227.195501327516,1.7812544090999097e-20,3.771307422686e-21
12233.58392715454,1.7039905811279447e-20,3.723018092864576e-21
12239.972352981567,1.8026420664507672e-20,2.1910269357790502e-21
12246.359586715698,1.1386368803132757e-20,2.2177847855638415e-21
12252.748012542725,1.499661484654641e-20,2.2587117699057093e-21
12259.136438369753,1.8615307635171287e-20,2.251971797957668e-21
12265.523672103882,1.9684291679165345e-20,2.230385146260515e-21
12271.912097930908,1.952451922447884e-20,2.255939697599938e-21
12278.300523757936,1.9375919552021744e-20,2.2908976187732783e-21
12284.687757492064,2.1165799852177726e-20,2.2580348399121688e-21
12291.076183319092,1.7235739600453442e-20,2.2270730789233656e-21
12297.463417053224,2.1256193864287278e-20,2.2588182264171928e-21
12303.851842880247,2.0575697418474513e-20,2.2085946026242932e-21
12310.23907661438,1.6448852618795534e-20,2.2378088674465465e-21
12316.627502441406,1.8757440824835724e-20,2.249523006121471e-21
12323.014736175535,1.5290680219489062e-20,2.268684145200387e-21
12329.403162002563,1.455578283362996e-20,2.2992862998486153e-21
12335.790395736694,1.0993957280918609e-20,2.347679268029109e-21
12342.17882156372,1.418747430061966e-20,2.3019764311131795e-21
12348.566055297852,1.7114992891754263e-20,2.164325278317358e-21
12354.954481124878,1.1531104580270467e-20,2.2022672424631664e-21
12361.341714859009,1.3124668591076344e-20,2.167055799347413e-21
12367.730140686035,1.1577653622221461e-20,2.2030014364294797e-21
12374.117374420166,1.6878510983333198e-20,2.2424490101875425e-21
12380.505800247192,1.6881413199958972e-20,2.2262487313644203e-21
12386.893033981323,2.230752855771888e-20,2.2375874869859795e-21
12393.280267715454,2.0379924766507703e-20,2.2330027009328074e-21
12399.66869354248,1.89284778028799e-20,2.206379383304015e-21
12406.055927276611,2.410575252531605e-20,2.209534172923947e-21
12412.443161010742,1.8073536689733765e-20,2.2089691700825298e-21
12418.831586837769,1.8549310584495193e-20,2.2454291542622404e-21
12425.2188205719,1.6106426855185028e-20,2.272229078639803e-21
12431.60605430603,1.6111044308315042e-20,2.150770288235119e-21
12437.99328804016,1.1990425892412009e-20,2.1674516303864766e-21
12444.381713867188,1.70401863261195e-20,2.222865019513833e-21
12450.768947601318,1.49379971399365e-20,2.2790032729006465e-21
12457.15618133545,1.3763161440094352e-20,2.245848551112174e-21
12463.54341506958,1.768709342120648e-20,2.1756043384757986e-21
12469.931840896606,1.3374793188037472e-20,2.2393315677039025e-21
12476.319074630735,1.8522865176449794e-20,2.3071551770139105e-21
12482.706308364868,2.1400878882555737e-20,2.284107808432894e-21
12489.093542099,1.4371423827034177e-20,2.251384199777944e-21
12495.48077583313,7.784187074716471e-21,2.2140663789041647e-21
12501.86800956726,1.1767039449241036e-20,2.220524597395534e-21
12508.255243301392,1.658554076435373e-20,2.232478282722642e-21
12514.643669128418,1.8794640958964184e-20,2.295651018301124e-21
12521.030902862549,1.9286399383132155e-20,2.2743390767580257e-21
12527.41813659668,1.4352415232524823e-20,2.17351269495671e-21
12533.80537033081,1.0543015634701911e-20,2.2153300998207886e-21
12540.192604064943,1.6936160120581173e-20,2.225224375049171e-21
12546.579837799072,2.1426017250963e-20,2.20643658482901e-21
12552.967071533203,2.106544834628328e-20,2.208716302244816e-21
12559.354305267334,2.171285862635006e-20,2.22626164915937e-21
12565.741539001465,1.9429327439008108e-20,2.2782533561020066e-21
12572.128772735596,2.0168817028354724e-20,2.777539618321709e-21
12578.516006469728,2.0610380623806974e-20,2.691300011697581e-21
12584.903240203856,2.1316537697891534e-20,2.7175778858369275e-21
12591.290473937986,1.702096074525561e-20,2.1455811394851184e-21
12597.67770767212,1.9139018274581306e-20,2.1987849509724784e-21
12604.06494140625,1.645252653943875e-20,2.2047522147707677e-21
12610.450983047484,1.3027333794315615e-20,2.162978842079382e-21
12616.838216781616,1.295749972812118e-20,2.113283383576113e-21
12623.225450515749,1.4408960475818132e-20,2.1590597948731216e-21
12629.612684249878,1.9031644540253427e-20,2.140149879160475e-21
12635.999917984009,1.7359146546468738e-20,2.1310152292902433e-21
12642.387151718138,1.3872016778555424e-20,2.194541278041034e-21
12648.77438545227,1.5169287353464494e-20,2.1110541133289746e-21
12655.160427093506,2.2103865808589134e-20,2.070819510493211e-21
